zip,premium,claim_freq_avg,claim_freq_peak,loss_ratio_peak,claim_severity_avg,nonrenewal
54204,1123.0,0.0337,0.0548,0.732,18347.0,0.002
54205,1146.0,0.0255,0.037,0.248,6652.0,0.005
54208,1121.0,0.0346,0.0591,0.944,17800.0,0.0031
54209,1598.0,0.0204,0.0316,0.365,13403.0,0.0046
54210,1386.0,0.021,0.0288,0.211,9179.0,0.0094
54211,1433.0,0.0183,0.0328,0.321,9511.0,0.0036
54212,1653.0,0.0186,0.0277,0.62,31497.0,0.0016
54213,1083.0,0.03,0.045,2.071,29062.0,0.0
54214,917.0,0.021,0.0577,0.623,5851.0,0.0
54216,1093.0,0.0211,0.0253,1.183,23603.0,0.0069
54217,1176.0,0.0215,0.0324,0.623,25382.0,0.0062
54220,960.0,0.0198,0.0222,0.293,13024.0,0.006
54227,1166.0,0.0301,0.0443,0.504,8149.0,0.0059
54228,983.0,0.0259,0.0592,0.667,17770.0,0.0072
54229,1179.0,0.0195,0.0271,0.693,16989.0,0.0048
54230,1117.0,0.0293,0.0372,0.715,19614.0,0.0068
54232,895.0,0.0649,0.233,5.006,20719.0,0.0
54234,1446.0,0.0213,0.0271,0.356,11217.0,0.0047
54235,1068.0,0.0241,0.0323,0.337,12555.0,0.0044
54241,863.0,0.0161,0.0241,0.606,17327.0,0.0052
54245,1093.0,0.0429,0.1209,2.565,16203.0,0.0053
54246,1053.0,0.0143,0.0191,0.385,16291.0,0.0
54247,1028.0,0.0168,0.0262,1.41,41914.0,0.0185
54301,1014.0,0.0289,0.0373,0.42,11377.0,0.0049
54302,914.0,0.0287,0.0337,0.449,10674.0,0.0043
54303,885.0,0.0322,0.0746,0.698,9259.0,0.0069
54304,873.0,0.0303,0.0542,0.893,10863.0,0.0077
54311,1034.0,0.0316,0.0435,0.613,14174.0,0.0041
54313,1111.0,0.0311,0.0521,0.495,10822.0,0.0061
54401,1090.0,0.0258,0.0408,0.711,16979.0,0.0052
54403,1145.0,0.0311,0.0512,0.363,11098.0,0.006
54405,1042.0,0.0334,0.0401,0.95,10985.0,0.0137
54406,1219.0,0.0591,0.1953,3.517,15480.0,0.0124
54407,1243.0,0.0483,0.1154,0.647,8332.0,0.0
54408,1108.0,0.024,0.0355,0.255,6640.0,0.0104
54409,953.0,0.0275,0.047,0.409,8538.0,0.0076
54410,1237.0,0.0328,0.0622,0.361,7491.0,0.0078
54411,1151.0,0.0278,0.0412,0.432,8752.0,0.0037
54412,1235.0,0.0485,0.1053,1.46,15103.0,0.0034
54414,1134.0,0.0278,0.0363,0.373,10604.0,0.0036
54416,1035.0,0.0429,0.1167,1.891,17616.0,0.0167
54418,1027.0,0.0468,0.1005,1.667,14343.0,0.0
54420,1175.0,0.016,0.0323,0.188,8937.0,0.0077
54421,1104.0,0.0447,0.0887,0.799,13852.0,0.0071
54423,1240.0,0.022,0.0361,0.637,18223.0,0.009
54424,1103.0,0.036,0.0885,0.963,18874.0,0.0067
54425,1010.0,0.0249,0.0411,1.842,17373.0,0.0
54426,1190.0,0.0222,0.0326,0.864,36997.0,0.0047
54427,1271.0,0.0255,0.053,0.218,6440.0,0.0059
54428,1046.0,0.1748,0.5443,9.001,24918.0,0.0104
54433,1086.0,0.0213,0.0379,0.219,9464.0,0.0047
54435,1039.0,0.0538,0.1154,1.425,10712.0,0.0063
54436,1128.0,0.0249,0.0449,7.12,65955.0,0.0051
54437,1037.0,0.0316,0.0602,0.638,6710.0,0.004
54440,1147.0,0.0241,0.0385,0.549,12340.0,0.0052
54441,1041.0,0.0198,0.0444,0.278,7910.0,0.0056
54442,1189.0,0.0562,0.107,1.381,31937.0,0.003
54443,1286.0,0.0573,0.155,1.231,18238.0,0.0069
54446,1053.0,0.0317,0.0482,0.747,8135.0,0.0
54448,1268.0,0.0221,0.0273,0.884,17634.0,0.0043
54449,1098.0,0.028,0.0455,0.431,9880.0,0.0054
54451,1104.0,0.0275,0.0422,0.758,16561.0,0.0045
54452,1093.0,0.0347,0.0552,0.612,16038.0,0.0074
54454,1203.0,0.0373,0.053,0.305,5547.0,0.0
54455,1189.0,0.0316,0.0604,0.694,16769.0,0.0082
54456,1162.0,0.0269,0.0416,1.378,19033.0,0.005
54457,1137.0,0.0556,0.1947,2.682,14002.0,0.0067
54459,1094.0,0.0277,0.0425,0.804,17016.0,0.0178
54460,1117.0,0.0307,0.0429,0.523,13532.0,0.0
54462,839.0,0.074,0.239,3.061,13023.0,0.0054
54463,1068.0,0.0943,0.2759,2.756,16342.0,0.0042
54465,974.0,0.0753,0.2181,2.441,11155.0,0.0126
54466,1050.0,0.0317,0.0687,0.72,21089.0,0.019
54467,1083.0,0.0556,0.188,1.459,12139.0,0.0038
54469,1202.0,0.0397,0.0851,1.874,13581.0,0.0133
54470,970.0,0.0189,0.0379,0.657,9088.0,0.0123
54471,1247.0,0.0401,0.054,0.959,12931.0,0.0025
54473,1143.0,0.0372,0.0735,0.788,17473.0,0.0055
54474,990.0,0.022,0.0345,0.547,10864.0,0.0034
54475,1248.0,0.0477,0.0952,2.31,20729.0,0.0041
54476,1109.0,0.0253,0.0352,0.463,13304.0,0.0069
54479,1096.0,0.0249,0.0343,0.425,8882.0,0.0056
54480,1080.0,0.0214,0.0439,0.354,11897.0,0.0083
54481,1030.0,0.0303,0.0594,0.563,17774.0,0.005
54482,1174.0,0.0345,0.08,0.77,20939.0,0.0043
54484,1191.0,0.0267,0.054,1.347,17492.0,0.0055
54485,1067.0,0.0374,0.087,0.441,5396.0,0.0
54486,1071.0,0.0204,0.0409,0.386,9945.0,0.0
54487,1077.0,0.0495,0.0791,1.02,16673.0,0.0056
54488,1067.0,0.0292,0.0488,0.234,3793.0,0.0
54489,1178.0,0.0805,0.2094,3.297,14264.0,0.0053
54490,1027.0,0.0208,0.0265,0.741,18317.0,0.0
54491,909.0,0.0643,0.21,3.579,34722.0,0.0039
54493,1054.0,0.0214,0.0519,0.833,10241.0,0.0059
54494,1150.0,0.0499,0.148,0.972,11735.0,0.0108
54495,1138.0,0.0517,0.1676,1.295,7802.0,0.0115
54498,1064.0,0.0306,0.0411,0.637,12782.0,0.0065
54499,1119.0,0.0296,0.0594,0.786,22379.0,0.0064
54501,1123.0,0.0333,0.0414,0.596,17089.0,0.0086
54511,912.0,0.0234,0.0375,1.935,20540.0,0.0098
54512,1247.0,0.0327,0.056,0.85,15303.0,0.0036
54513,959.0,0.0295,0.0632,0.654,2736.0,0.0099
54514,1080.0,0.036,0.0685,2.689,71517.0,0.0084
54515,999.0,0.0144,0.025,0.315,5805.0,0.0
54517,1319.0,0.0261,0.068,0.845,13064.0,0.0
54519,1221.0,0.0454,0.0592,2.005,23990.0,0.0062
54520,1031.0,0.0272,0.0359,0.306,9119.0,0.0063
54521,1238.0,0.0451,0.0597,0.557,16475.0,0.0074
54524,1015.0,0.0211,0.0303,0.785,15616.0,0.0041
54525,879.0,0.0433,0.075,3.126,11012.0,0.0
54526,1099.0,0.0955,0.3545,6.806,42676.0,0.0085
54527,1051.0,0.0144,0.0285,0.5,15902.0,0.0108
54529,1094.0,0.0318,0.0442,0.711,13295.0,0.0062
54530,968.0,0.0628,0.209,2.76,18120.0,0.0066
54531,1253.0,0.0273,0.0398,0.423,11133.0,0.0064
54534,996.0,0.0373,0.0505,1.618,20064.0,0.0044
54536,883.0,0.0321,0.061,0.77,6170.0,0.0127
54537,1126.0,0.0374,0.069,0.632,8624.0,0.0
54538,1353.0,0.0286,0.0344,0.544,16107.0,0.0046
54539,1150.0,0.0268,0.0377,1.211,26673.0,0.0018
54540,1415.0,0.0264,0.0359,0.587,30017.0,0.0054
54541,1020.0,0.025,0.0389,0.87,26545.0,0.0046
54542,797.0,0.0221,0.0411,0.397,8176.0,0.0039
54545,1548.0,0.0313,0.0406,0.376,14017.0,0.0077
54546,1033.0,0.0239,0.048,0.427,14811.0,0.0
54547,1148.0,0.0296,0.0383,0.35,10974.0,0.0076
54548,1416.0,0.0331,0.0476,0.518,23266.0,0.0055
54550,963.0,0.0256,0.0442,0.231,6702.0,0.0063
54552,1056.0,0.023,0.0322,0.519,14034.0,0.0065
54554,1250.0,0.0307,0.0438,0.567,13639.0,0.0011
54555,1089.0,0.0232,0.0366,0.398,12293.0,0.0028
54556,1040.0,0.0278,0.0541,0.778,11306.0,0.012
54557,1415.0,0.0248,0.0344,0.431,14344.0,0.0064
54558,1073.0,0.0425,0.0518,1.25,15112.0,0.0027
54559,1056.0,0.0301,0.0437,0.533,8211.0,0.0164
54560,1306.0,0.03,0.041,2.744,74680.0,0.0024
54561,1189.0,0.0477,0.0597,0.437,7753.0,0.0
54562,1197.0,0.0386,0.0555,0.704,17841.0,0.0034
54563,1487.0,0.1316,0.4797,8.746,20333.0,0.0077
54564,973.0,0.0281,0.0641,0.377,9859.0,0.0093
54566,1021.0,0.0249,0.041,0.423,6631.0,0.0085
54568,1110.0,0.0324,0.0386,0.528,15548.0,0.005
54601,1221.0,0.0357,0.0638,0.701,13102.0,0.007
54603,1104.0,0.0286,0.0512,0.569,13639.0,0.0099
54610,1206.0,0.0417,0.0693,0.54,9488.0,0.0035
54611,1188.0,0.0284,0.0485,0.211,4405.0,0.0081
54612,1488.0,0.0495,0.0812,1.365,16507.0,0.0095
54613,1027.0,0.0225,0.0465,0.694,16708.0,0.0048
54614,1334.0,0.0264,0.0435,0.531,14664.0,0.0062
54615,1224.0,0.0303,0.035,0.58,16586.0,0.0053
54616,1319.0,0.036,0.0609,3.387,22574.0,0.0077
54618,1259.0,0.0437,0.0569,0.867,10675.0,0.0095
54619,1404.0,0.0296,0.0503,0.615,10334.0,0.0054
54621,1552.0,0.0228,0.0429,0.114,4596.0,0.0069
54622,1171.0,0.1153,0.3373,4.504,21444.0,0.0048
54623,1375.0,0.0312,0.0489,1.654,18865.0,0.0027
54624,1197.0,0.0263,0.0431,0.265,8837.0,0.0027
54626,1218.0,0.0382,0.1065,1.658,15730.0,0.009
54627,1397.0,0.0564,0.1189,6.119,25832.0,0.0035
54628,1198.0,0.0207,0.0328,0.981,17561.0,0.0117
54629,1360.0,0.1224,0.3846,5.981,19994.0,0.0051
54630,1357.0,0.0932,0.2943,3.246,14667.0,0.0114
54631,1205.0,0.0403,0.1182,1.608,25409.0,0.0086
54632,1387.0,0.0299,0.0549,2.725,31023.0,0.0
54634,1215.0,0.0284,0.0502,0.832,10336.0,0.0
54635,1250.0,0.0366,0.062,1.644,16840.0,0.0038
54636,1290.0,0.1993,0.622,9.305,16969.0,0.01
54638,1297.0,0.0296,0.036,2.79,60031.0,0.0042
54639,1174.0,0.0245,0.041,0.699,9117.0,0.0
54642,1332.0,0.0483,0.0875,1.395,20105.0,0.0233
54644,1317.0,0.036,0.0566,0.768,12610.0,0.0038
54646,1204.0,0.025,0.0351,0.522,19409.0,0.0091
54648,1377.0,0.0396,0.0559,1.736,21301.0,0.0112
54650,1314.0,0.0576,0.085,0.938,14377.0,0.0068
54651,1269.0,0.0273,0.0608,2.33,32621.0,0.0055
54652,1157.0,0.0232,0.0336,0.177,5601.0,0.0084
54653,1080.0,0.0236,0.0368,2.012,22734.0,0.0052
54655,1217.0,0.0185,0.0289,2.83,45821.0,0.0116
54656,1246.0,0.0331,0.0392,0.488,15076.0,0.006
54658,1268.0,0.0684,0.204,2.127,19866.0,0.0036
54659,1246.0,0.0326,0.0472,0.407,9398.0,0.0157
54660,1284.0,0.0328,0.0403,0.474,12579.0,0.0088
54661,1289.0,0.0954,0.1872,4.059,24029.0,0.0066
54664,1197.0,0.0151,0.0216,0.456,8212.0,0.0072
54665,1247.0,0.029,0.0402,0.277,6103.0,0.0059
54666,1155.0,0.0417,0.0646,1.017,16494.0,0.0055
54667,1322.0,0.0283,0.0353,1.069,31395.0,0.0039
54669,1361.0,0.0439,0.0879,0.96,16984.0,0.0065
54670,1269.0,0.0315,0.0566,1.657,26574.0,0.0142
54701,1257.0,0.0338,0.0447,0.386,13334.0,0.0039
54703,1077.0,0.0281,0.0367,0.539,14800.0,0.0051
54720,1110.0,0.0247,0.0425,0.482,18940.0,0.0029
54721,1340.0,0.0385,0.071,2.01,26339.0,0.0164
54722,1212.0,0.034,0.0467,0.694,15873.0,0.0057
54723,1447.0,0.0743,0.1188,2.881,27371.0,0.0077
54724,1328.0,0.037,0.0703,1.238,15064.0,0.0087
54725,1310.0,0.017,0.0222,1.596,45950.0,0.0048
54726,1194.0,0.0213,0.0471,0.723,21392.0,0.0052
54727,1274.0,0.041,0.0514,0.644,16840.0,0.003
54728,1229.0,0.072,0.1726,1.72,13762.0,0.0049
54729,1173.0,0.0295,0.0417,0.602,14214.0,0.0054
54730,1295.0,0.0242,0.0311,0.43,15409.0,0.0041
54731,1128.0,0.022,0.0417,2.531,39415.0,0.0
54732,1260.0,0.0244,0.0404,0.986,29592.0,0.0129
54733,1420.0,0.041,0.0811,1.169,22179.0,0.0225
54734,1312.0,0.0267,0.061,0.531,20033.0,0.0096
54736,1375.0,0.0431,0.0739,1.464,11550.0,0.0107
54738,1432.0,0.0403,0.0566,0.593,12959.0,0.0057
54739,1274.0,0.0344,0.068,1.523,29942.0,0.005
54740,1393.0,0.0684,0.1065,0.967,15116.0,0.011
54741,1245.0,0.0418,0.071,5.242,102154.0,0.0102
54742,1362.0,0.0315,0.0486,0.843,22530.0,0.0027
54745,1263.0,0.0282,0.0511,0.595,16731.0,0.0039
54746,1057.0,0.0211,0.0449,0.859,10656.0,0.0109
54747,1344.0,0.0241,0.0305,0.49,11606.0,0.0134
54748,1237.0,0.0368,0.0608,2.565,29651.0,0.0
54749,1339.0,0.0283,0.04,1.668,28177.0,0.0097
54750,1621.0,0.0859,0.2139,3.583,21663.0,0.005
54751,1286.0,0.0317,0.0475,0.601,21165.0,0.0088
54754,1130.0,0.0304,0.0402,2.032,34382.0,0.0099
54755,1277.0,0.0362,0.0623,0.662,14958.0,0.0087
54756,1318.0,0.0424,0.0947,1.541,20669.0,0.0
54757,1382.0,0.0431,0.0772,1.181,27013.0,0.0085
54758,1322.0,0.077,0.1974,2.781,17325.0,0.0066
54759,1234.0,0.1106,0.2451,1.93,10489.0,0.0
54761,1388.0,0.0626,0.1243,1.622,11133.0,0.0059
54762,1422.0,0.0364,0.1008,1.38,11961.0,0.0082
54763,1420.0,0.0244,0.0721,0.503,9999.0,0.0079
54766,1187.0,0.0239,0.0523,0.654,9557.0,0.0
54767,1435.0,0.0627,0.1263,2.112,25847.0,0.0052
54768,1209.0,0.0502,0.1325,2.127,11198.0,0.011
54769,1667.0,0.0657,0.1724,1.62,17248.0,0.0057
54770,1292.0,0.0286,0.0426,2.456,41816.0,0.0086
54771,1162.0,0.0342,0.0554,0.52,8252.0,0.0029
54772,1273.0,0.0285,0.0503,0.325,6506.0,0.0051
54773,1247.0,0.0333,0.0582,0.783,11604.0,0.0073
54801,1290.0,0.0723,0.2326,3.77,15292.0,0.006
54805,1322.0,0.1759,0.5027,5.272,13169.0,0.0051
54806,1037.0,0.0224,0.0273,0.475,18615.0,0.0042
54810,1603.0,0.1317,0.3386,5.648,25062.0,0.0033
54812,1234.0,0.119,0.3534,3.697,15128.0,0.0102
54813,1311.0,0.0456,0.1429,2.886,36082.0,0.0136
54814,1340.0,0.0278,0.0419,0.978,19499.0,0.009
54817,1330.0,0.033,0.0464,0.967,22581.0,0.0069
54819,1149.0,0.0325,0.0653,0.795,15565.0,0.0055
54820,1351.0,0.0172,0.0269,0.163,6339.0,0.0077
54821,1787.0,0.0243,0.0311,0.237,16208.0,0.0041
54822,1196.0,0.0654,0.1568,3.822,20944.0,0.005
54824,1351.0,0.0463,0.0841,1.133,14445.0,0.0076
54826,1465.0,0.2426,0.7733,12.697,26892.0,0.0143
54827,1094.0,0.0189,0.0372,1.088,14644.0,0.0
54828,1074.0,0.0491,0.0808,1.042,15824.0,0.0
54829,1324.0,0.0485,0.1014,0.887,11999.0,0.0051
54830,1265.0,0.0283,0.0335,0.68,17962.0,0.0054
54832,1676.0,0.032,0.0492,0.519,13928.0,0.0035
54835,1109.0,0.0318,0.0571,0.654,12231.0,0.004
54836,1252.0,0.0303,0.0546,0.571,10669.0,0.0077
54837,1355.0,0.0671,0.2232,3.829,30773.0,0.01
54838,1200.0,0.0261,0.0277,0.82,21001.0,0.0057
54839,996.0,0.0184,0.0364,0.465,10715.0,0.0283
54840,1281.0,0.0496,0.1155,1.666,30269.0,0.0078
54841,1068.0,0.0107,0.0256,0.337,8871.0,0.0
54843,1454.0,0.0794,0.2874,4.33,18418.0,0.0076
54844,1151.0,0.0203,0.0439,0.195,6318.0,0.0046
54846,1077.0,0.0181,0.0247,0.876,33358.0,0.0
54847,1134.0,0.0243,0.0359,0.857,25605.0,0.0035
54848,1150.0,0.0367,0.0719,0.977,21878.0,0.0029
54849,1359.0,0.0342,0.0428,1.676,21920.0,0.0042
54850,1906.0,0.0203,0.0465,0.142,12238.0,0.008
54853,1406.0,0.1882,0.3777,5.149,22996.0,0.0056
54854,1238.0,0.042,0.0933,0.954,11099.0,0.0204
54855,1030.0,0.022,0.0352,1.084,18383.0,0.0
54856,1078.0,0.0256,0.0522,0.867,20117.0,0.0
54858,1417.0,0.1552,0.3364,6.606,24818.0,0.0088
54859,1376.0,0.0251,0.031,1.097,32771.0,0.0087
54862,1219.0,0.1447,0.4409,8.358,12090.0,0.0
54864,1472.0,0.086,0.2407,3.574,21993.0,0.0118
54865,1114.0,0.0281,0.0398,0.493,13111.0,0.0042
54867,978.0,0.0332,0.0583,1.351,21656.0,0.0077
54868,1236.0,0.0274,0.0379,0.418,15787.0,0.0065
54870,1335.0,0.0325,0.0399,0.468,14066.0,0.0024
54871,1373.0,0.1221,0.4664,7.993,17878.0,0.0108
54872,1325.0,0.0294,0.0392,0.738,23060.0,0.0044
54873,1236.0,0.026,0.0457,0.965,20899.0,0.0025
54874,1297.0,0.0352,0.0567,0.734,15757.0,0.0138
54875,1239.0,0.0536,0.1956,3.377,11762.0,0.0055
54876,1575.0,0.047,0.082,0.833,18703.0,0.0066
54880,1176.0,0.0257,0.0335,0.411,13731.0,0.0074
54888,1177.0,0.0301,0.0625,2.411,53745.0,0.0062
54889,1430.0,0.2214,0.7043,10.234,34793.0,0.011
54891,1202.0,0.0229,0.0276,1.359,38364.0,0.0066
54893,1299.0,0.0354,0.0472,0.731,20400.0,0.0067
54895,1198.0,0.0273,0.0338,1.073,21859.0,0.0065
54896,1056.0,0.0259,0.0431,1.268,32550.0,0.0053
54901,991.0,0.024,0.0337,0.388,12357.0,0.0094
54902,960.0,0.0273,0.0338,0.456,12525.0,0.0097
54904,1138.0,0.0315,0.0386,0.567,15087.0,0.0079
54909,1193.0,0.0232,0.0397,1.235,16944.0,0.0086
54911,970.0,0.0459,0.0865,0.883,14078.0,0.0145
54913,1269.0,0.169,0.5675,9.511,17051.0,0.0108
54914,1010.0,0.0389,0.083,1.047,12860.0,0.0146
54915,1001.0,0.0322,0.048,0.641,12787.0,0.0076
54921,1123.0,0.0279,0.0333,0.455,8154.0,0.0
54922,1090.0,0.0336,0.1207,2.22,14557.0,0.0043
54923,1173.0,0.0486,0.0725,0.746,14115.0,0.0045
54927,1005.0,0.0443,0.1148,1.322,7559.0,0.0
54928,1103.0,0.0086,0.0282,1.114,19465.0,0.0141
54929,1029.0,0.0228,0.0375,0.543,17713.0,0.0072
54930,1078.0,0.032,0.0436,1.151,19273.0,0.0189
54931,960.0,0.0862,0.3276,4.313,5598.0,0.0172
54932,1270.0,0.0246,0.0425,1.749,27320.0,0.0087
54935,1029.0,0.0413,0.0596,0.765,12996.0,0.01
54937,1174.0,0.0563,0.0801,1.178,19713.0,0.0071
54940,1159.0,0.0705,0.2567,3.22,26076.0,0.0078
54941,1554.0,0.0266,0.0309,0.426,14619.0,0.0134
54942,1119.0,0.2017,0.8183,15.073,17254.0,0.0066
54943,1093.0,0.0289,0.0517,1.369,18837.0,0.0076
54944,1187.0,0.2095,0.8027,15.139,17278.0,0.0114
54945,1115.0,0.028,0.0594,0.596,19621.0,0.0109
54947,1151.0,0.0312,0.0627,0.686,9713.0,0.0087
54949,1067.0,0.0356,0.0723,1.707,14162.0,0.0016
54950,992.0,0.0208,0.0374,0.174,6341.0,0.0021
54952,995.0,0.0239,0.031,0.357,11516.0,0.0108
54956,1099.0,0.0247,0.0341,0.302,11815.0,0.0076
54960,1168.0,0.0337,0.0722,0.924,22422.0,0.0087
54961,1112.0,0.1428,0.5065,7.772,16449.0,0.0061
54962,1062.0,0.0299,0.0694,0.935,21748.0,0.0086
54963,1111.0,0.046,0.1182,1.084,14386.0,0.006
54964,1363.0,0.047,0.107,1.788,31623.0,0.0045
54965,1178.0,0.0396,0.1128,1.456,21484.0,0.0091
54966,1095.0,0.0311,0.0539,0.689,19422.0,0.0142
54967,1080.0,0.0524,0.0982,0.932,10584.0,0.0089
54968,1294.0,0.0165,0.02,0.32,18085.0,0.015
54970,1025.0,0.0364,0.0881,0.963,15205.0,0.0065
54971,1182.0,0.0389,0.1025,3.181,53714.0,0.0055
54974,1197.0,0.0227,0.0265,0.471,12056.0,0.0064
54977,1153.0,0.0615,0.1469,2.42,29914.0,0.0074
54979,1119.0,0.0312,0.0578,1.912,37796.0,0.0159
54981,1212.0,0.0569,0.1323,1.932,22575.0,0.0056
54982,1207.0,0.0413,0.0928,1.165,19615.0,0.0068
54983,1171.0,0.1512,0.5806,9.392,22712.0,0.0151
54984,1092.0,0.0276,0.041,0.821,18320.0,0.0083
54986,1159.0,0.0456,0.0571,0.617,14700.0,0.0058
55001,3297.0,0.1146,0.3843,3.5,35091.0,0.0022
55003,2148.0,0.149,0.527,5.131,15807.0,0.0046
55005,2158.0,0.0766,0.1583,2.036,24662.0,0.0056
55006,1965.0,0.1393,0.3139,2.961,30932.0,0.0043
55007,1730.0,0.0407,0.0678,1.084,34010.0,0.0022
55008,2030.0,0.0846,0.2605,2.711,22468.0,0.0053
55009,2233.0,0.2313,0.5845,5.466,19243.0,0.0034
55011,2304.0,0.0825,0.1771,1.892,24445.0,0.008
55012,2134.0,0.0738,0.2012,2.542,24122.0,0.006
55013,2188.0,0.0663,0.1239,1.211,20918.0,0.0053
55014,2101.0,0.1023,0.2786,3.32,21554.0,0.0041
55016,2160.0,0.0705,0.1194,1.074,20871.0,0.0061
55017,2067.0,0.1501,0.3015,5.2,27258.0,0.0074
55018,2439.0,0.1373,0.2174,2.75,24272.0,0.0
55019,2127.0,0.2276,0.6397,7.11,21454.0,0.0092
55020,2668.0,0.1228,0.206,2.32,30027.0,0.002
55021,1996.0,0.0984,0.1618,1.697,21335.0,0.0035
55024,2343.0,0.0675,0.0982,0.941,21554.0,0.0068
55025,2320.0,0.0939,0.1632,1.755,25141.0,0.0059
55026,2210.0,0.109,0.3529,2.942,11343.0,0.0074
55027,2039.0,0.1248,0.3381,3.373,17411.0,0.0
55030,1847.0,0.1222,0.2103,1.929,31808.0,0.0033
55031,2564.0,0.0986,0.1807,1.585,31640.0,0.005
55032,2302.0,0.0799,0.2156,3.049,31157.0,0.0044
55033,2368.0,0.0839,0.1565,1.673,23117.0,0.0033
55037,1555.0,0.0372,0.0866,1.199,16455.0,0.0022
55038,2407.0,0.0839,0.2597,3.005,27179.0,0.0041
55040,2062.0,0.1094,0.2722,2.75,21689.0,0.0054
55041,1793.0,0.0991,0.1768,1.48,16268.0,0.0041
55042,2640.0,0.156,0.4723,4.934,31336.0,0.0022
55043,2373.0,0.171,0.6779,5.771,18036.0,0.0036
55044,2516.0,0.1081,0.2219,1.885,24469.0,0.0054
55045,2094.0,0.0502,0.0878,1.49,29915.0,0.0048
55046,2180.0,0.1838,0.5681,7.313,24672.0,0.0055
55047,2785.0,0.1151,0.313,3.698,27240.0,0.0023
55049,1957.0,0.0957,0.2295,1.747,13720.0,0.0048
55051,1749.0,0.0445,0.0524,0.711,18681.0,0.0045
55052,2084.0,0.0982,0.2375,2.945,27651.0,0.0
55053,2514.0,0.1025,0.3136,2.628,21581.0,0.0059
55054,2524.0,0.1597,0.4615,3.851,20762.0,0.0115
55055,1986.0,0.0617,0.0943,0.992,17592.0,0.0079
55056,2082.0,0.0471,0.1043,1.122,28116.0,0.0059
55057,2285.0,0.2022,0.3961,4.249,25910.0,0.0043
55060,1902.0,0.0533,0.096,0.627,14005.0,0.0027
55063,1748.0,0.1337,0.2522,3.503,22115.0,0.0075
55065,2332.0,0.1015,0.2851,2.854,18514.0,0.0
55066,1961.0,0.0989,0.1444,1.226,19003.0,0.0043
55068,2329.0,0.0897,0.151,1.242,19764.0,0.0052
55069,2014.0,0.1474,0.2473,2.829,22377.0,0.0029
55070,2101.0,0.0915,0.2397,2.062,18775.0,0.0071
55071,1984.0,0.0581,0.0876,0.941,17931.0,0.0052
55072,1480.0,0.0299,0.0577,0.913,25424.0,0.0069
55073,2528.0,0.1006,0.2195,1.927,24803.0,0.0068
55074,2122.0,0.0438,0.0897,0.892,21807.0,0.0019
55075,1919.0,0.0831,0.1882,1.418,14321.0,0.006
55076,2081.0,0.1005,0.1813,1.743,20808.0,0.0046
55077,2746.0,0.1459,0.246,2.615,27876.0,0.0053
55079,2159.0,0.1338,0.3164,3.148,21559.0,0.0042
55080,2213.0,0.1131,0.2712,3.149,19625.0,0.0028
55082,2729.0,0.1105,0.2435,2.569,33633.0,0.0035
55084,2043.0,0.0557,0.1214,1.48,19488.0,0.0049
55085,2356.0,0.0509,0.1009,0.978,14648.0,0.0
55087,1973.0,0.0476,0.1013,0.803,10058.0,0.0
55088,2920.0,0.1291,0.3079,3.409,31029.0,0.0
55089,2682.0,0.1136,0.1592,1.443,30712.0,0.0056
55090,1965.0,0.166,0.5597,3.046,8241.0,0.0149
55092,2102.0,0.0775,0.1603,1.436,22237.0,0.0046
55101,2285.0,0.0465,0.1186,0.68,12660.0,0.0
55102,2354.0,0.0654,0.1455,1.181,22358.0,0.006
55103,1920.0,0.0828,0.2517,1.99,18680.0,0.0137
55104,2202.0,0.0742,0.1966,1.35,16675.0,0.0049
55105,2632.0,0.0604,0.1515,0.967,15124.0,0.0023
55106,1867.0,0.1054,0.3381,2.585,15127.0,0.0106
55107,1999.0,0.0739,0.176,1.332,19443.0,0.0062
55108,2266.0,0.0862,0.2936,1.963,16785.0,0.0047
55109,2012.0,0.1888,0.6707,5.807,16962.0,0.0081
55110,2404.0,0.1149,0.2632,1.953,19063.0,0.0041
55112,2139.0,0.0501,0.0727,0.625,17858.0,0.0052
55113,2097.0,0.0665,0.1774,1.401,15808.0,0.005
55114,2304.0,0.0783,0.1712,1.018,12635.0,0.009
55115,2637.0,0.1906,0.6533,5.451,21648.0,0.0047
55116,2375.0,0.0575,0.1211,0.739,13993.0,0.0053
55117,1948.0,0.0992,0.3149,2.443,16921.0,0.0073
55118,2419.0,0.0726,0.1497,1.294,19980.0,0.004
55119,1983.0,0.1415,0.4474,3.58,17512.0,0.0085
55120,2767.0,0.1235,0.2492,1.973,29096.0,0.0076
55121,2372.0,0.1044,0.2321,2.619,22344.0,0.0069
55122,2386.0,0.0765,0.1381,1.27,20642.0,0.0047
55123,2595.0,0.1338,0.2219,1.951,23340.0,0.005
55124,2417.0,0.1169,0.2326,1.941,19463.0,0.0056
55125,2562.0,0.1408,0.3882,3.571,23309.0,0.0047
55126,2384.0,0.1014,0.2112,1.701,21077.0,0.0034
55127,3081.0,0.088,0.1455,0.968,27806.0,0.004
55128,2102.0,0.2023,0.6273,5.572,19370.0,0.0047
55129,2737.0,0.1089,0.3003,2.691,25540.0,0.0073
55130,1908.0,0.0956,0.2891,2.209,22860.0,0.0149
55301,2159.0,0.0666,0.0998,0.872,19730.0,0.0096
55302,2171.0,0.0465,0.1035,0.841,20220.0,0.0022
55303,2219.0,0.099,0.1789,1.589,24952.0,0.0069
